GCId,Type,Cause,UsedHeap,PauseTime
526,ParallelScavenge,Allocation Failure,36119128,1331731
527,ParallelScavenge,Allocation Failure,35824216,1648762
528,ParallelScavenge,Allocation Failure,36086360,1559868
529,ParallelScavenge,Allocation Failure,36348504,1740306
530,ParallelScavenge,Allocation Failure,36610648,2065362
531,ParallelScavenge,Allocation Failure,36872792,2143594
532,ParallelScavenge,Allocation Failure,37167704,2561884
533,ParallelScavenge,Allocation Failure,37462616,2893061
534,ParallelScavenge,Allocation Failure,37659224,2926738
535,ParallelScavenge,Allocation Failure,37954136,3217670
536,ParallelScavenge,Allocation Failure,38216280,3300521
537,ParallelScavenge,Allocation Failure,38511192,4278755
538,ParallelScavenge,Allocation Failure,38740568,3345563
539,ParallelScavenge,Allocation Failure,39035480,4163805
540,ParallelScavenge,Allocation Failure,39297624,3592646
541,ParallelScavenge,Allocation Failure,39576152,4712920
542,ParallelScavenge,Allocation Failure,39830104,4026560
543,ParallelScavenge,Allocation Failure,40108632,4704969
544,ParallelScavenge,Allocation Failure,40419928,3614935
545,ParallelScavenge,Allocation Failure,40706648,3517531
546,ParallelScavenge,Allocation Failure,40960600,3991036
547,ParallelScavenge,Allocation Failure,41247320,3949340
548,ParallelScavenge,Allocation Failure,41525848,4610752
549,ParallelScavenge,Allocation Failure,41845336,7191534
550,ParallelScavenge,Allocation Failure,42140248,3935940
551,ParallelScavenge,Allocation Failure,42418776,3789015
552,ParallelScavenge,Allocation Failure,42697304,3691861
553,ParallelScavenge,Allocation Failure,43000408,3974083
554,ParallelScavenge,Allocation Failure,43254360,4137963
555,ParallelScavenge,Allocation Failure,43541080,4228738
556,ParallelScavenge,Allocation Failure,43786840,3611248
557,ParallelScavenge,Allocation Failure,44073560,3732056
558,ParallelScavenge,Allocation Failure,44393048,3827103
559,ParallelScavenge,Allocation Failure,44687960,4221795
560,ParallelScavenge,Allocation Failure,44925528,3756262
561,ParallelScavenge,Allocation Failure,45228632,3675477
562,ParallelScavenge,Allocation Failure,45498968,4442262
563,ParallelScavenge,Allocation Failure,45785688,3934770
564,ParallelScavenge,Allocation Failure,46023256,3879887
565,ParallelScavenge,Allocation Failure,46334552,3703537
566,ParallelScavenge,Allocation Failure,46621272,3631093
567,ParallelScavenge,Allocation Failure,46907992,5349939
568,ParallelScavenge,Allocation Failure,47202904,3718685
569,ParallelScavenge,Allocation Failure,47456856,4279905
570,ParallelScavenge,Allocation Failure,47735384,3708123
571,ParallelScavenge,Allocation Failure,48079448,4036778
572,ParallelScavenge,Allocation Failure,48325208,3998998
573,ParallelScavenge,Allocation Failure,48603736,4563665
574,ParallelScavenge,Allocation Failure,48849496,3582058
575,ParallelScavenge,Allocation Failure,49160792,3680965
576,ParallelScavenge,Allocation Failure,49447512,3640311
577,ParallelScavenge,Allocation Failure,49726040,4169538
578,ParallelScavenge,Allocation Failure,50004568,3935108
579,ParallelScavenge,Allocation Failure,50324056,7184845
580,ParallelScavenge,Allocation Failure,50537048,5073337
581,ParallelScavenge,Allocation Failure,50815576,3680867
582,ParallelScavenge,Allocation Failure,51135064,3682223
583,ParallelScavenge,Allocation Failure,51421784,3675884
584,ParallelScavenge,Allocation Failure,51724888,3725617
585,ParallelScavenge,Allocation Failure,52011608,4485915
586,ParallelScavenge,Allocation Failure,52265560,4912141
587,ParallelScavenge,Allocation Failure,52503128,4287095
588,ParallelScavenge,Allocation Failure,52781656,3630631
589,ParallelScavenge,Allocation Failure,53142104,4038385
590,ParallelScavenge,Allocation Failure,53346904,6778618
591,ParallelScavenge,Allocation Failure,53674584,3713280
592,ParallelScavenge,Allocation Failure,53928536,3989683
593,ParallelScavenge,Allocation Failure,54280792,4286806
594,ParallelScavenge,Allocation Failure,54501976,4348006
595,ParallelScavenge,Allocation Failure,54821464,5090675
596,ParallelScavenge,Allocation Failure,55099992,4540373
597,ParallelScavenge,Allocation Failure,55345752,4341442
598,ParallelScavenge,Allocation Failure,55657048,6079884
599,ParallelScavenge,Allocation Failure,55902808,4300844
600,ParallelScavenge,Allocation Failure,56205912,3637421
601,ParallelScavenge,Allocation Failure,56492632,3717798
602,ParallelScavenge,Allocation Failure,56803928,4268275
603,ParallelScavenge,Allocation Failure,57016920,3859937
604,ParallelScavenge,Allocation Failure,57336408,3607454
605,ParallelScavenge,Allocation Failure,57582168,3773170
606,ParallelScavenge,Allocation Failure,57893464,5956332
607,ParallelScavenge,Allocation Failure,58139224,4315298
608,ParallelScavenge,Allocation Failure,58450520,5498411
609,ParallelScavenge,Allocation Failure,58720856,3947109
610,ParallelScavenge,Allocation Failure,59015768,3833037
611,ParallelScavenge,Allocation Failure,59310680,6650148
612,ParallelScavenge,Allocation Failure,59581016,4310881
613,ParallelScavenge,Allocation Failure,59818584,3669707
614,ParallelScavenge,Allocation Failure,60138072,4394197
615,ParallelScavenge,Allocation Failure,60424792,4931825
616,ParallelScavenge,Allocation Failure,60670552,3841706
617,ParallelOld,Ergonomics,47866456,50592081
618,ParallelScavenge,Allocation Failure,35740600,4368368
619,ParallelScavenge,Allocation Failure,36035512,1393762
620,ParallelScavenge,Allocation Failure,36330424,1645040
621,ParallelScavenge,Allocation Failure,36625336,1592960
622,ParallelScavenge,Allocation Failure,36854712,1763333
623,ParallelScavenge,Allocation Failure,37116856,1852829
624,ParallelScavenge,Allocation Failure,37411768,2010546
625,ParallelScavenge,Allocation Failure,37673912,2283477
626,ParallelScavenge,Allocation Failure,37968824,2569452
627,ParallelScavenge,Allocation Failure,38230968,2545158
628,ParallelScavenge,Allocation Failure,38493112,2701942
629,ParallelScavenge,Allocation Failure,38722488,3575983
630,ParallelScavenge,Allocation Failure,38984632,3494751
631,ParallelScavenge,Allocation Failure,39345080,4143118
632,ParallelScavenge,Allocation Failure,39574456,3407743
633,ParallelScavenge,Allocation Failure,39836600,4445328
634,ParallelScavenge,Allocation Failure,39566264,3955727
635,ParallelScavenge,Allocation Failure,39844792,3682083
636,ParallelScavenge,Allocation Failure,40131512,3851783
637,ParallelScavenge,Allocation Failure,40385464,4094920
638,ParallelScavenge,Allocation Failure,40663992,3947870
639,ParallelScavenge,Allocation Failure,40982840,3743370
640,ParallelScavenge,Allocation Failure,41229240,4564998
641,ParallelScavenge,Allocation Failure,41442232,3925478
642,ParallelScavenge,Allocation Failure,41720760,3478952
643,ParallelScavenge,Allocation Failure,41999288,4251802
644,ParallelScavenge,Allocation Failure,42277816,4074552
645,ParallelScavenge,Allocation Failure,42490808,4579906
646,ParallelScavenge,Allocation Failure,42777528,3457863
647,ParallelScavenge,Allocation Failure,43064248,4253681
648,ParallelScavenge,Allocation Failure,43342776,3556492
649,ParallelScavenge,Allocation Failure,43629496,3920317
650,ParallelScavenge,Allocation Failure,43899832,3983893
651,ParallelScavenge,Allocation Failure,44170168,6294856
652,ParallelScavenge,Allocation Failure,44481464,3754202
653,ParallelScavenge,Allocation Failure,44727224,4628511
654,ParallelScavenge,Allocation Failure,44997560,7440177
655,ParallelScavenge,Allocation Failure,45259704,3941946
656,ParallelScavenge,Allocation Failure,45571000,4763245
657,ParallelScavenge,Allocation Failure,45808568,3458225
658,ParallelScavenge,Allocation Failure,46037944,3653034
659,ParallelScavenge,Allocation Failure,46349240,3887749
660,ParallelScavenge,Allocation Failure,46652344,4169107
661,ParallelScavenge,Allocation Failure,46889912,3828892
662,ParallelScavenge,Allocation Failure,47168440,3812177
663,ParallelScavenge,Allocation Failure,47438776,3922192
664,ParallelScavenge,Allocation Failure,47741880,3563092
665,ParallelScavenge,Allocation Failure,47979448,3631216
666,ParallelScavenge,Allocation Failure,48282552,4118876
667,ParallelScavenge,Allocation Failure,48520120,3729216
668,ParallelScavenge,Allocation Failure,48823224,3504636
669,ParallelScavenge,Allocation Failure,49093560,5325955
670,ParallelScavenge,Allocation Failure,49298360,3740018
671,ParallelScavenge,Allocation Failure,49601464,4237356
672,ParallelScavenge,Allocation Failure,49871800,3749613
673,ParallelScavenge,Allocation Failure,50174904,4806980
674,ParallelScavenge,Allocation Failure,50412472,4158921
675,ParallelScavenge,Allocation Failure,50682808,3811670
676,ParallelScavenge,Allocation Failure,50961336,3620098
677,ParallelScavenge,Allocation Failure,51223480,4192107
678,ParallelScavenge,Allocation Failure,51526584,3629105
679,ParallelScavenge,Allocation Failure,51764152,4145128
680,ParallelScavenge,Allocation Failure,52034488,4021381
681,ParallelScavenge,Allocation Failure,52370360,4788589
682,ParallelScavenge,Allocation Failure,52616120,4159966
683,ParallelScavenge,Allocation Failure,52886456,4059165
684,ParallelScavenge,Allocation Failure,53148600,3842901
685,ParallelScavenge,Allocation Failure,53418936,3634745
686,ParallelScavenge,Allocation Failure,53656504,3536071
687,ParallelScavenge,Allocation Failure,53902264,4007718
688,ParallelScavenge,Allocation Failure,54205368,3767900
689,ParallelScavenge,Allocation Failure,54483896,3656476
690,ParallelScavenge,Allocation Failure,54795192,4185732
691,ParallelScavenge,Allocation Failure,55024568,3646002
692,ParallelScavenge,Allocation Failure,55335864,4030095
693,ParallelScavenge,Allocation Failure,55581624,3547073
694,ParallelScavenge,Allocation Failure,55843768,3944507
695,ParallelScavenge,Allocation Failure,56146872,4558981
696,ParallelScavenge,Allocation Failure,56392632,5953995
697,ParallelScavenge,Allocation Failure,56695736,3593756
698,ParallelScavenge,Allocation Failure,56974264,4486220
699,ParallelScavenge,Allocation Failure,57203424,5703581
700,ParallelScavenge,Allocation Failure,57473976,4202880
701,ParallelScavenge,Allocation Failure,57711544,3609858
702,ParallelScavenge,Allocation Failure,57981880,3551261
703,ParallelScavenge,Allocation Failure,58284984,4170041
704,ParallelScavenge,Allocation Failure,58588088,3944880
705,ParallelScavenge,Allocation Failure,58833848,4061588
706,ParallelScavenge,Allocation Failure,59104184,3837214
707,ParallelScavenge,Allocation Failure,59382712,3865115
708,ParallelScavenge,Allocation Failure,59661240,4235481
709,ParallelScavenge,Allocation Failure,59939768,4075854
710,ParallelScavenge,Allocation Failure,60210104,3662088
711,ParallelOld,Ergonomics,47897528,46834128
712,ParallelScavenge,Allocation Failure,35908456,2128647
713,ParallelScavenge,Allocation Failure,35711848,1448827
714,ParallelScavenge,Allocation Failure,35973992,1332145
715,ParallelScavenge,Allocation Failure,36170600,1589735
716,ParallelScavenge,Allocation Failure,36465512,1955713
717,ParallelScavenge,Allocation Failure,36694368,2761823
718,ParallelScavenge,Allocation Failure,36924264,2099957
719,ParallelScavenge,Allocation Failure,37186408,2452412
720,ParallelScavenge,Allocation Failure,37415784,2646266
721,ParallelScavenge,Allocation Failure,37677928,2489467
722,ParallelScavenge,Allocation Failure,37907304,2755771
723,ParallelScavenge,Allocation Failure,38169448,2731975
724,ParallelScavenge,Allocation Failure,38431592,2934310
725,ParallelScavenge,Allocation Failure,38660968,3038846
726,ParallelScavenge,Allocation Failure,38923112,3739411
727,ParallelScavenge,Allocation Failure,38628200,3399273
728,ParallelScavenge,Allocation Failure,38890344,3363030
729,ParallelScavenge,Allocation Failure,39160680,4309391
730,ParallelScavenge,Allocation Failure,39381864,3240216
731,ParallelScavenge,Allocation Failure,39603048,3949937
732,ParallelScavenge,Allocation Failure,39857000,3644757
733,ParallelScavenge,Allocation Failure,40143720,3745551
734,ParallelScavenge,Allocation Failure,40332136,5541993
735,ParallelScavenge,Allocation Failure,40651624,4282292
736,ParallelScavenge,Allocation Failure,40807272,3980251
737,ParallelScavenge,Allocation Failure,41102184,4345563
738,ParallelScavenge,Allocation Failure,41364328,3934334
739,ParallelScavenge,Allocation Failure,41626472,3707380
740,ParallelScavenge,Allocation Failure,41823080,3446238
741,ParallelScavenge,Allocation Failure,42158952,3359730
742,ParallelScavenge,Allocation Failure,42388328,3350671
743,ParallelScavenge,Allocation Failure,42609512,3275962
744,ParallelScavenge,Allocation Failure,42888040,3233707
745,ParallelScavenge,Allocation Failure,43109224,3322448
746,ParallelScavenge,Allocation Failure,43395944,3187166
747,ParallelScavenge,Allocation Failure,43617128,3700088
748,ParallelScavenge,Allocation Failure,43862888,3905770
749,ParallelScavenge,Allocation Failure,44108648,3635051
750,ParallelScavenge,Allocation Failure,44395368,3533269
751,ParallelScavenge,Allocation Failure,44649320,3671462
752,ParallelScavenge,Allocation Failure,44862312,3871961
753,ParallelScavenge,Allocation Failure,45108072,3703042
754,ParallelScavenge,Allocation Failure,45394792,3414273
755,ParallelScavenge,Allocation Failure,45640552,3316918
756,ParallelScavenge,Allocation Failure,45894504,3803272
757,ParallelScavenge,Allocation Failure,46107496,4390232
758,ParallelScavenge,Allocation Failure,46386024,3455155
759,ParallelScavenge,Allocation Failure,46639976,3397541
760,ParallelScavenge,Allocation Failure,46869352,3721372
761,ParallelScavenge,Allocation Failure,47115112,3313327
762,ParallelScavenge,Allocation Failure,47401832,3647867
763,ParallelScavenge,Allocation Failure,47623016,3475906
764,ParallelScavenge,Allocation Failure,47876968,3313383
765,ParallelScavenge,Allocation Failure,48130920,3513064
766,ParallelScavenge,Allocation Failure,48417640,3294846
767,ParallelScavenge,Allocation Failure,48671592,3930556
768,ParallelScavenge,Allocation Failure,48884584,3311683
769,ParallelScavenge,Allocation Failure,49138536,3348911
770,ParallelScavenge,Allocation Failure,49392488,3526945
771,ParallelScavenge,Allocation Failure,49679208,3869142
772,ParallelScavenge,Allocation Failure,49900392,3553177
773,ParallelScavenge,Allocation Failure,50187112,3854925
774,ParallelScavenge,Allocation Failure,50432872,3483567
775,ParallelScavenge,Allocation Failure,50686824,3777533
776,ParallelScavenge,Allocation Failure,50899816,3522111
777,ParallelScavenge,Allocation Failure,51186536,4075175
778,ParallelScavenge,Allocation Failure,51358568,3413098
779,ParallelScavenge,Allocation Failure,51678056,3841010
780,ParallelScavenge,Allocation Failure,51866472,4721731
781,ParallelScavenge,Allocation Failure,52112232,3052393
782,ParallelScavenge,Allocation Failure,52398952,2985966
783,ParallelScavenge,Allocation Failure,52661096,3266944
784,ParallelScavenge,Allocation Failure,52906856,3125725
785,ParallelScavenge,Allocation Failure,53152616,3063288
786,ParallelScavenge,Allocation Failure,53365608,3212478
787,ParallelScavenge,Allocation Failure,53611368,3193535
788,ParallelScavenge,Allocation Failure,53865320,3392356
789,ParallelScavenge,Allocation Failure,54119272,3338025
790,ParallelScavenge,Allocation Failure,54397800,4575163
791,ParallelScavenge,Allocation Failure,54610504,6853098
792,ParallelScavenge,Allocation Failure,54864744,3314681
793,ParallelScavenge,Allocation Failure,55159656,3769678
794,ParallelScavenge,Allocation Failure,55372648,4030021
795,ParallelScavenge,Allocation Failure,55659368,3493989
796,ParallelScavenge,Allocation Failure,55888744,3869969
797,ParallelScavenge,Allocation Failure,56134504,3312805
798,ParallelScavenge,Allocation Failure,56347496,3564560
799,ParallelScavenge,Allocation Failure,56634216,3659523
800,ParallelScavenge,Allocation Failure,56879976,3764358
801,ParallelScavenge,Allocation Failure,57133928,3572112
802,ParallelScavenge,Allocation Failure,57404264,3338218
803,ParallelScavenge,Allocation Failure,57592680,3313667
804,ParallelScavenge,Allocation Failure,57903976,3691914
805,ParallelScavenge,Allocation Failure,58116968,4055107
806,ParallelScavenge,Allocation Failure,58395496,3366283
807,ParallelScavenge,Allocation Failure,58640344,4709962
808,ParallelScavenge,Allocation Failure,58887016,5196966
809,ParallelScavenge,Allocation Failure,59100008,3931539
810,ParallelScavenge,Allocation Failure,59378536,3362853
811,ParallelOld,Ergonomics,48106344,51527797
812,ParallelScavenge,Allocation Failure,35642840,2576721
813,ParallelScavenge,Allocation Failure,35937752,1302462
814,ParallelScavenge,Allocation Failure,36232664,3418193
815,ParallelScavenge,Allocation Failure,36396504,1679966
816,ParallelScavenge,Allocation Failure,36658648,1714066
817,ParallelScavenge,Allocation Failure,36888024,2134507
818,ParallelScavenge,Allocation Failure,37117400,2116818
819,ParallelScavenge,Allocation Failure,37379544,2045128
820,ParallelScavenge,Allocation Failure,37576152,2498506
821,ParallelScavenge,Allocation Failure,37838112,3317038
822,ParallelScavenge,Allocation Failure,38067672,2656285
823,ParallelScavenge,Allocation Failure,38329816,2778476
824,ParallelScavenge,Allocation Failure,38559192,2885418
825,ParallelScavenge,Allocation Failure,38788568,3012295
826,ParallelScavenge,Allocation Failure,39050712,3022928
827,ParallelScavenge,Allocation Failure,39247320,4183171
828,ParallelScavenge,Allocation Failure,38952408,4281755
829,ParallelScavenge,Allocation Failure,39198168,3239727
830,ParallelScavenge,Allocation Failure,39460312,3176748
831,ParallelScavenge,Allocation Failure,39738840,3799113
832,ParallelScavenge,Allocation Failure,39910872,3989771
833,ParallelScavenge,Allocation Failure,40164824,3835989
834,ParallelScavenge,Allocation Failure,40451544,3289149
835,ParallelScavenge,Allocation Failure,40705496,4174127
836,ParallelScavenge,Allocation Failure,40885720,3789322
837,ParallelScavenge,Allocation Failure,41098712,3682120
838,ParallelScavenge,Allocation Failure,41344472,3644357
839,ParallelScavenge,Allocation Failure,41598424,3535416
840,ParallelScavenge,Allocation Failure,41852376,3175060
841,ParallelScavenge,Allocation Failure,42073560,3608239
842,ParallelScavenge,Allocation Failure,42352088,3532730
843,ParallelScavenge,Allocation Failure,42573272,3650281
844,ParallelScavenge,Allocation Failure,42802648,3598782
845,ParallelScavenge,Allocation Failure,43072984,3464056
846,ParallelScavenge,Allocation Failure,43285976,3361920
847,ParallelScavenge,Allocation Failure,43531736,4178864
848,ParallelScavenge,Allocation Failure,43736536,3145148
849,ParallelScavenge,Allocation Failure,44039640,3195065
850,ParallelScavenge,Allocation Failure,44219864,3552539
851,ParallelScavenge,Allocation Failure,44498392,3339253
852,ParallelScavenge,Allocation Failure,44735960,3858153
853,ParallelScavenge,Allocation Failure,44932568,3150195
854,ParallelScavenge,Allocation Failure,45170136,3160146
855,ParallelScavenge,Allocation Failure,45440472,3598361
856,ParallelScavenge,Allocation Failure,45678040,3432071
857,ParallelScavenge,Allocation Failure,45882840,3746349
858,ParallelScavenge,Allocation Failure,46185944,3943516
859,ParallelScavenge,Allocation Failure,46423512,4104886
860,ParallelScavenge,Allocation Failure,46628312,5885620
861,ParallelScavenge,Allocation Failure,46865880,3618036
862,ParallelScavenge,Allocation Failure,47103448,4610086
863,ParallelScavenge,Allocation Failure,47308248,3242272
864,ParallelScavenge,Allocation Failure,47529432,3519535
865,ParallelScavenge,Allocation Failure,47799768,4519921
866,ParallelScavenge,Allocation Failure,48029144,3704527
867,ParallelScavenge,Allocation Failure,48291288,3425751
868,ParallelScavenge,Allocation Failure,48528856,3137147
869,ParallelScavenge,Allocation Failure,48774616,3102306
870,ParallelScavenge,Allocation Failure,49020376,4373251
871,ParallelScavenge,Allocation Failure,49257944,3827653
872,ParallelScavenge,Allocation Failure,49462744,3715816
873,ParallelScavenge,Allocation Failure,49700312,3871236
874,ParallelScavenge,Allocation Failure,49905112,3107333
875,ParallelScavenge,Allocation Failure,50200024,2993232
876,ParallelScavenge,Allocation Failure,50462168,3505072
877,ParallelScavenge,Allocation Failure,50675160,3138700
878,ParallelScavenge,Allocation Failure,50920920,3551947
879,ParallelScavenge,Allocation Failure,51150296,3717251
880,ParallelScavenge,Allocation Failure,51396056,3697208
881,ParallelScavenge,Allocation Failure,51609048,3400103
882,ParallelScavenge,Allocation Failure,51813848,3547280
883,ParallelScavenge,Allocation Failure,52108760,3253980
884,ParallelScavenge,Allocation Failure,52338136,3126482
885,ParallelScavenge,Allocation Failure,52575704,3848619
886,ParallelScavenge,Allocation Failure,52805080,4703704
887,ParallelScavenge,Allocation Failure,53009880,3550938
888,ParallelScavenge,Allocation Failure,52764120,4544200
889,ParallelScavenge,Allocation Failure,52960728,3943408
890,ParallelScavenge,Allocation Failure,53198296,3326581
891,ParallelScavenge,Allocation Failure,53444056,3871044
892,ParallelScavenge,Allocation Failure,53616088,3011565
893,ParallelScavenge,Allocation Failure,53918896,3354175
894,ParallelScavenge,Allocation Failure,54148568,3378690
895,ParallelScavenge,Allocation Failure,54320600,3793466
896,ParallelScavenge,Allocation Failure,54549976,3158588
897,ParallelScavenge,Allocation Failure,54836696,3254630
898,ParallelScavenge,Allocation Failure,55008728,3717033
899,ParallelScavenge,Allocation Failure,55213528,3252533
900,ParallelScavenge,Allocation Failure,55426520,4652447
901,ParallelScavenge,Allocation Failure,55688664,5275633
902,ParallelScavenge,Allocation Failure,55885272,3516382
903,ParallelScavenge,Allocation Failure,56155608,3615911
904,ParallelScavenge,Allocation Failure,56384984,3906248
905,ParallelScavenge,Allocation Failure,56606168,3594623
906,ParallelScavenge,Allocation Failure,56827352,3166983
907,ParallelScavenge,Allocation Failure,57048536,4343973
908,ParallelScavenge,Allocation Failure,57245144,3194631
909,ParallelScavenge,Allocation Failure,57507288,3185747
910,ParallelScavenge,Allocation Failure,57736664,3667744
911,ParallelScavenge,Allocation Failure,57933272,4314929
912,ParallelOld,Ergonomics,47668696,55546868
913,ParallelScavenge,Allocation Failure,35158200,1985848
914,ParallelScavenge,Allocation Failure,35453112,1553415
915,ParallelScavenge,Allocation Failure,35158200,1329203
916,ParallelScavenge,Allocation Failure,35322040,1406713
917,ParallelScavenge,Allocation Failure,35551416,1686328
918,ParallelScavenge,Allocation Failure,35780792,1689975
919,ParallelScavenge,Allocation Failure,36010168,1862242
920,ParallelScavenge,Allocation Failure,36141240,2370075
921,ParallelScavenge,Allocation Failure,36337848,1987493
922,ParallelScavenge,Allocation Failure,36534456,2507094
923,ParallelScavenge,Allocation Failure,36763832,2380918
924,ParallelScavenge,Allocation Failure,36993208,2741699
925,ParallelScavenge,Allocation Failure,37189816,4085270
926,ParallelScavenge,Allocation Failure,37353656,3149773
927,ParallelScavenge,Allocation Failure,37550264,2955527
928,ParallelScavenge,Allocation Failure,37779640,3081810
929,ParallelScavenge,Allocation Failure,37492920,2979007
930,ParallelScavenge,Allocation Failure,37697720,3280424
931,ParallelScavenge,Allocation Failure,37910712,2839376
932,ParallelScavenge,Allocation Failure,38090936,3297923
933,ParallelScavenge,Allocation Failure,38320312,2998265
934,ParallelScavenge,Allocation Failure,38533304,3348939
935,ParallelScavenge,Allocation Failure,38713528,2817590
936,ParallelScavenge,Allocation Failure,38975672,3389109
937,ParallelScavenge,Allocation Failure,39196856,3360125
938,ParallelScavenge,Allocation Failure,39352504,3311158
939,ParallelScavenge,Allocation Failure,39565496,2900188
940,ParallelScavenge,Allocation Failure,39794872,2976695
941,ParallelScavenge,Allocation Failure,40048824,2865460
942,ParallelScavenge,Allocation Failure,40212664,3884590
943,ParallelScavenge,Allocation Failure,40360120,3031271
944,ParallelScavenge,Allocation Failure,40614072,2849092
945,ParallelScavenge,Allocation Failure,40827064,3107300
946,ParallelScavenge,Allocation Failure,41072824,2807578
947,ParallelScavenge,Allocation Failure,41277624,2830638
948,ParallelScavenge,Allocation Failure,41457848,4011556
949,ParallelScavenge,Allocation Failure,41629880,3781353
950,ParallelScavenge,Allocation Failure,41900216,3411557
951,ParallelScavenge,Allocation Failure,42105016,3320255
952,ParallelScavenge,Allocation Failure,42309816,5003681
953,ParallelScavenge,Allocation Failure,42490040,3634765
954,ParallelScavenge,Allocation Failure,42727608,3863963
955,ParallelScavenge,Allocation Failure,42899640,4184877
956,ParallelScavenge,Allocation Failure,43104440,2785487
957,ParallelScavenge,Allocation Failure,43317432,2821942
958,ParallelScavenge,Allocation Failure,43571384,3439814
959,ParallelScavenge,Allocation Failure,43751608,3269848
960,ParallelScavenge,Allocation Failure,43972792,4141227
961,ParallelScavenge,Allocation Failure,44169400,3144147
962,ParallelScavenge,Allocation Failure,44382392,3432570
963,ParallelScavenge,Allocation Failure,44546232,2692956
964,ParallelScavenge,Allocation Failure,44824760,2539987
965,ParallelScavenge,Allocation Failure,45021368,2631920
966,ParallelScavenge,Allocation Failure,45226168,2653455
967,ParallelScavenge,Allocation Failure,45414584,2831745
968,ParallelScavenge,Allocation Failure,45660344,2898077
969,ParallelScavenge,Allocation Failure,45865144,2782912
970,ParallelScavenge,Allocation Failure,46069944,2939039
971,ParallelScavenge,Allocation Failure,46299320,2813110
972,ParallelScavenge,Allocation Failure,46512312,2834066
973,ParallelScavenge,Allocation Failure,46725304,2822675
974,ParallelScavenge,Allocation Failure,46938296,2829524
975,ParallelScavenge,Allocation Failure,47151288,3466255
976,ParallelScavenge,Allocation Failure,47323320,3491176
977,ParallelScavenge,Allocation Failure,47552696,3298324
978,ParallelScavenge,Allocation Failure,47765688,3020010
979,ParallelScavenge,Allocation Failure,47945912,3314632
980,ParallelScavenge,Allocation Failure,48191672,2987556
981,ParallelScavenge,Allocation Failure,48396472,3399833
982,ParallelScavenge,Allocation Failure,48601272,4606118
983,ParallelScavenge,Allocation Failure,48773304,3017357
984,ParallelScavenge,Allocation Failure,49010872,3119280
985,ParallelScavenge,Allocation Failure,49166520,3078274
986,ParallelScavenge,Allocation Failure,49436856,2527791
987,ParallelScavenge,Allocation Failure,49666232,3809495
988,ParallelScavenge,Allocation Failure,49871032,3145878
989,ParallelScavenge,Allocation Failure,50043064,2932867
990,ParallelScavenge,Allocation Failure,50247864,2961838
991,ParallelScavenge,Allocation Failure,50452664,7714577
992,ParallelScavenge,Allocation Failure,50616504,3327208
993,ParallelScavenge,Allocation Failure,50895032,2987420
994,ParallelScavenge,Allocation Failure,51099832,2893467
995,ParallelScavenge,Allocation Failure,51271864,3339760
996,ParallelScavenge,Allocation Failure,51476664,3848445
997,ParallelScavenge,Allocation Failure,51681464,3362779
998,ParallelScavenge,Allocation Failure,51919032,4022651
999,ParallelScavenge,Allocation Failure,52091064,4114820
1000,ParallelScavenge,Allocation Failure,52336824,4160061
1001,ParallelScavenge,Allocation Failure,52467896,2801691
1002,ParallelScavenge,Allocation Failure,52746424,2726363
1003,ParallelScavenge,Allocation Failure,52943032,2929346
1004,ParallelScavenge,Allocation Failure,53164216,2726767
1005,ParallelScavenge,Allocation Failure,53377208,3100338
1006,ParallelScavenge,Allocation Failure,53582008,3745565
1007,ParallelScavenge,Allocation Failure,53762232,3150414
1008,ParallelScavenge,Allocation Failure,53975224,2747875
1009,ParallelScavenge,Allocation Failure,54171832,3203593
1010,ParallelScavenge,Allocation Failure,54433976,3314556
1011,ParallelScavenge,Allocation Failure,54630584,3894777
1012,ParallelScavenge,Allocation Failure,54843576,2897764
1013,ParallelScavenge,Allocation Failure,55056568,2932402
1014,ParallelScavenge,Allocation Failure,55261368,3929470
1015,ParallelScavenge,Allocation Failure,55466168,3424258
1016,ParallelScavenge,Allocation Failure,55679160,2958821
1017,ParallelScavenge,Allocation Failure,55859384,6736651
1018,ParallelScavenge,Allocation Failure,56023224,4553332
1019,ParallelScavenge,Allocation Failure,56260792,2962361
1020,ParallelScavenge,Allocation Failure,56539320,3007970
1021,ParallelOld,Ergonomics,47290552,59516757
1022,ParallelScavenge,Allocation Failure,34606640,1930395
1023,ParallelScavenge,Allocation Failure,34868784,1430581
1024,ParallelScavenge,Allocation Failure,34541104,1453211
1025,ParallelScavenge,Allocation Failure,34704944,1323288
1026,ParallelScavenge,Allocation Failure,34934320,1492490
1027,ParallelScavenge,Allocation Failure,35098160,1842927
1028,ParallelScavenge,Allocation Failure,35294768,1659544
1029,ParallelScavenge,Allocation Failure,35425840,2581282
1030,ParallelScavenge,Allocation Failure,35622448,2689089
1031,ParallelScavenge,Allocation Failure,35819056,3167735
1032,ParallelScavenge,Allocation Failure,35982896,2118541
1033,ParallelScavenge,Allocation Failure,36179504,2301842
1034,ParallelScavenge,Allocation Failure,36408880,2664141
1035,ParallelScavenge,Allocation Failure,36572720,2451098
1036,ParallelScavenge,Allocation Failure,36736560,3646055
1037,ParallelScavenge,Allocation Failure,36900400,3744907
1038,ParallelScavenge,Allocation Failure,37113392,2738343
1039,ParallelScavenge,Allocation Failure,37326384,2750841
1040,ParallelScavenge,Allocation Failure,37522992,3643544
1041,ParallelScavenge,Allocation Failure,37678640,3322703
